"","Municipio","Año","Subtipo.de.delito","ene","feb","mar","abr","may","jun","jul","ago","sep","oct","nov","dic","Total"
"4557","Santa María de los Ángeles",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4558","Santa María del Oro",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4559","Sayula",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4560","Tala",2019,"Hostigamiento sexual",0,0,0,0,0,1,0,0,0,0,0,0,1
"4561","Talpa de Allende",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4562","Tamazula de Gordiano",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4563","Tapalpa",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4564","Tecalitlán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4565","Techaluta de Montenegro",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4566","Tecolotlán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4567","Tenamaxtlán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4568","Teocaltiche",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,1,0,0,1
"4569","Teocuitatlán de Corona",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4570","Tepatitlán de Morelos",2019,"Hostigamiento sexual",1,0,0,0,0,0,0,0,0,0,0,0,1
"4571","Tequila",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4572","Teuchitlán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4573","Tizapán el Alto",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4574","Tlajomulco de Zúñiga",2019,"Hostigamiento sexual",0,2,0,0,1,1,0,1,0,1,0,1,7
"4575","Tolimán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4576","Tomatlán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4577","Tonalá",2019,"Hostigamiento sexual",0,0,0,0,1,1,0,0,0,0,0,0,2
"4578","Tonaya",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4579","Tonila",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4580","Totatiche",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4581","Tototlán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4582","Tuxcacuesco",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4583","Tuxcueca",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4584","Tuxpan",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4585","Unión de San Antonio",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4586","Unión de Tula",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4587","Valle de Guadalupe",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4588","Valle de Juárez",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4589","Villa Corona",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4590","Villa Guerrero",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4591","Villa Hidalgo",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4592","Villa Purificación",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4593","Yahualica de González Gallo",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4594","Zacoalco de Torres",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4595","Zapopan",2019,"Hostigamiento sexual",1,0,0,2,2,0,0,2,0,1,3,2,13
"4596","Zapotiltic",2019,"Hostigamiento sexual",0,0,1,0,0,2,0,0,0,0,0,0,3
"4597","Zapotitlán de Vadillo",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4598","Zapotlán del Rey",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4599","Zapotlán el Grande",2019,"Hostigamiento sexual",1,0,0,0,0,0,1,0,0,0,1,0,3
"4600","Zapotlanejo",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4601","Acatic",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4602","Acatlán de Juárez",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4603","Ahualulco de Mercado",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4604","Amacueca",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4605","Amatitán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4606","Ameca",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4607","Arandas",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4608","Atemajac de Brizuela",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4609","Atengo",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4610","Atenguillo",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4611","Atotonilco el Alto",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4612","Atoyac",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4613","Autlán de Navarro",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4614","Ayotlán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4615","Ayutla",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4616","Bolaños",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4617","Cabo Corrientes",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4618","Cañadas de Obregón",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4619","Casimiro Castillo",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4620","Chapala",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4621","Chimaltitán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4622","Chiquilistlán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4623","Cihuatlán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4624","Cocula",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4625","Colotlán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4626","Concepción de Buenos Aires",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4627","Cuautitlán de García Barragán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4628","Cuautla",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4629","Cuquío",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4630","Degollado",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4631","Ejutla",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4632","El Arenal",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4633","El Grullo",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4634","El Limón",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4635","El Salto",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4636","Encarnación de Díaz",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4637","Etzatlán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4638","Gómez Farías",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4639","Guachinango",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4640","Guadalajara",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4641","Hostotipaquillo",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4642","Huejúcar",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4643","Huejuquilla el Alto",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4644","Ixtlahuacán de los Membrillos",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4645","Ixtlahuacán del Río",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4646","Jalostotitlán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4647","Jamay",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4648","Jesús María",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4649","Jilotlán de los Dolores",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4650","Jocotepec",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4651","Juanacatlán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4652","Juchitlán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4653","La Barca",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4654","La Huerta",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4655","La Manzanilla de la Paz",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4656","Lagos de Moreno",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4657","Magdalena",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4658","Mascota",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4659","Mazamitla",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4660","Mexticacán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4661","Mezquitic",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4662","Mixtlán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4663","No Especificado",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4664","Ocotlán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4665","Ojuelos de Jalisco",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4666","Pihuamo",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4667","Poncitlán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4668","Puerto Vallarta",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4669","Quitupan",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4670","San Cristóbal de la Barranca",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4671","San Diego de Alejandría",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4672","San Gabriel",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4673","San Ignacio Cerro Gordo",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4674","San Juan de los Lagos",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4675","San Juanito de Escobedo",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4676","San Julián",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4677","San Marcos",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4678","San Martín de Bolaños",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4679","San Martín Hidalgo",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4680","San Miguel el Alto",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4681","San Pedro Tlaquepaque",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4682","San Sebastián del Oeste",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4683","Santa María de los Ángeles",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4684","Santa María del Oro",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4685","Sayula",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4686","Tala",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4687","Talpa de Allende",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4688","Tamazula de Gordiano",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4689","Tapalpa",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4690","Tecalitlán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4691","Techaluta de Montenegro",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4692","Tecolotlán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4693","Tenamaxtlán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4694","Teocaltiche",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4695","Teocuitatlán de Corona",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4696","Tepatitlán de Morelos",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4697","Tequila",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4698","Teuchitlán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4699","Tizapán el Alto",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4700","Tlajomulco de Zúñiga",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4701","Tolimán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4702","Tomatlán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4703","Tonalá",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4704","Tonaya",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4705","Tonila",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4706","Totatiche",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4707","Tototlán",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4708","Tuxcacuesco",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4709","Tuxcueca",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4710","Tuxpan",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4711","Unión de San Antonio",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4712","Unión de Tula",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4713","Valle de Guadalupe",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4714","Valle de Juárez",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4715","Villa Corona",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4716","Villa Guerrero",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4717","Villa Hidalgo",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4718","Villa Purificación",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4719","Yahualica de González Gallo",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4720","Zacoalco de Torres",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4721","Zapopan",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4722","Zapotiltic",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4723","Zapotitlán de Vadillo",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4724","Zapotlán del Rey",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4725","Zapotlán el Grande",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4726","Zapotlanejo",2019,"Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0
"4727","Acatic",2019,"Violación simple",0,0,1,0,0,0,0,0,0,1,1,0,3
"4728","Acatlán de Juárez",2019,"Violación simple",0,0,0,0,0,0,0,0,0,1,0,0,1
"4729","Ahualulco de Mercado",2019,"Violación simple",0,1,0,0,0,0,0,0,0,0,0,0,1
"4730","Amacueca",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4731","Amatitán",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4732","Ameca",2019,"Violación simple",0,0,0,0,0,1,0,0,0,0,0,0,1
"4733","Arandas",2019,"Violación simple",0,0,0,0,1,0,0,1,0,0,0,0,2
"4734","Atemajac de Brizuela",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4735","Atengo",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4736","Atenguillo",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4737","Atotonilco el Alto",2019,"Violación simple",0,0,0,0,0,0,0,0,0,1,0,0,1
"4738","Atoyac",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4739","Autlán de Navarro",2019,"Violación simple",0,2,1,0,0,0,1,1,0,0,0,1,6
"4740","Ayotlán",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4741","Ayutla",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4742","Bolaños",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,1,1
"4743","Cabo Corrientes",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4744","Cañadas de Obregón",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4745","Casimiro Castillo",2019,"Violación simple",0,0,0,0,0,0,0,1,1,0,0,0,2
"4746","Chapala",2019,"Violación simple",1,0,1,0,0,0,0,0,0,0,0,1,3
"4747","Chimaltitán",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4748","Chiquilistlán",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4749","Cihuatlán",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4750","Cocula",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4751","Colotlán",2019,"Violación simple",0,0,0,0,1,0,0,0,0,0,0,0,1
"4752","Concepción de Buenos Aires",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4753","Cuautitlán de García Barragán",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4754","Cuautla",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4755","Cuquío",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4756","Degollado",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4757","Ejutla",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4758","El Arenal",2019,"Violación simple",0,0,0,1,0,0,0,0,0,0,0,0,1
"4759","El Grullo",2019,"Violación simple",0,0,1,0,0,0,0,0,0,0,0,0,1
"4760","El Limón",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4761","El Salto",2019,"Violación simple",0,0,1,0,2,0,2,2,1,3,1,1,13
"4762","Encarnación de Díaz",2019,"Violación simple",0,0,0,0,0,0,0,0,0,1,0,0,1
"4763","Etzatlán",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4764","Gómez Farías",2019,"Violación simple",0,0,1,1,0,0,0,0,0,0,0,0,2
"4765","Guachinango",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4766","Guadalajara",2019,"Violación simple",6,8,11,10,4,8,13,8,8,6,18,8,108
"4767","Hostotipaquillo",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4768","Huejúcar",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4769","Huejuquilla el Alto",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4770","Ixtlahuacán de los Membrillos",2019,"Violación simple",0,1,0,0,1,0,0,0,0,0,1,0,3
"4771","Ixtlahuacán del Río",2019,"Violación simple",0,0,0,0,0,0,1,0,0,0,0,0,1
"4772","Jalostotitlán",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4773","Jamay",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4774","Jesús María",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4775","Jilotlán de los Dolores",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4776","Jocotepec",2019,"Violación simple",1,0,0,0,0,0,0,0,0,0,0,1,2
"4777","Juanacatlán",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4778","Juchitlán",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4779","La Barca",2019,"Violación simple",0,0,0,0,0,0,0,1,0,0,0,0,1
"4780","La Huerta",2019,"Violación simple",0,1,0,0,0,0,0,0,0,0,0,0,1
"4781","La Manzanilla de la Paz",2019,"Violación simple",0,0,0,0,1,0,0,0,0,0,0,0,1
"4782","Lagos de Moreno",2019,"Violación simple",0,0,2,0,1,1,0,0,0,2,0,0,6
"4783","Magdalena",2019,"Violación simple",0,0,0,0,0,0,0,1,0,0,0,0,1
"4784","Mascota",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4785","Mazamitla",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4786","Mexticacán",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4787","Mezquitic",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4788","Mixtlán",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4789","No Especificado",2019,"Violación simple",0,0,2,2,2,1,1,1,0,1,2,2,14
"4790","Ocotlán",2019,"Violación simple",0,0,1,0,0,1,1,1,0,0,0,1,5
"4791","Ojuelos de Jalisco",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4792","Pihuamo",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4793","Poncitlán",2019,"Violación simple",0,0,1,0,0,0,0,0,0,0,0,0,1
"4794","Puerto Vallarta",2019,"Violación simple",0,2,0,0,2,2,2,3,2,6,2,0,21
"4795","Quitupan",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4796","San Cristóbal de la Barranca",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4797","San Diego de Alejandría",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4798","San Gabriel",2019,"Violación simple",1,0,0,0,0,0,1,0,0,0,0,0,2
"4799","San Ignacio Cerro Gordo",2019,"Violación simple",0,0,0,0,1,1,0,0,0,0,0,0,2
"4800","San Juan de los Lagos",2019,"Violación simple",0,0,0,0,0,1,0,0,1,1,0,0,3
"4801","San Juanito de Escobedo",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4802","San Julián",2019,"Violación simple",1,0,0,0,0,0,0,0,0,0,0,0,1
"4803","San Marcos",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4804","San Martín de Bolaños",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4805","San Martín Hidalgo",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4806","San Miguel el Alto",2019,"Violación simple",0,1,0,0,0,0,0,0,0,0,0,0,1
"4807","San Pedro Tlaquepaque",2019,"Violación simple",2,2,5,1,1,5,3,4,0,6,4,3,36
"4808","San Sebastián del Oeste",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4809","Santa María de los Ángeles",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4810","Santa María del Oro",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4811","Sayula",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4812","Tala",2019,"Violación simple",0,2,2,0,0,0,0,0,0,0,0,0,4
"4813","Talpa de Allende",2019,"Violación simple",0,1,0,0,0,0,0,0,0,0,0,0,1
"4814","Tamazula de Gordiano",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4815","Tapalpa",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4816","Tecalitlán",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4817","Techaluta de Montenegro",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4818","Tecolotlán",2019,"Violación simple",0,0,0,1,0,0,0,0,1,1,0,0,3
"4819","Tenamaxtlán",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4820","Teocaltiche",2019,"Violación simple",0,0,0,0,0,0,0,1,0,0,0,0,1
"4821","Teocuitatlán de Corona",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4822","Tepatitlán de Morelos",2019,"Violación simple",0,1,0,0,0,0,1,0,1,0,1,0,4
"4823","Tequila",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4824","Teuchitlán",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4825","Tizapán el Alto",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4826","Tlajomulco de Zúñiga",2019,"Violación simple",4,4,2,3,4,3,4,4,6,1,0,3,38
"4827","Tolimán",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4828","Tomatlán",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4829","Tonalá",2019,"Violación simple",2,2,3,4,2,5,2,2,3,1,3,2,31
"4830","Tonaya",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4831","Tonila",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4832","Totatiche",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
"4833","Tototlán",2019,"Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0
